,D1_rep1,D1_rep2,D2_rep1,D2_rep2,D3_rep1,D3_rep2,D4_rep1,D4_rep2,D5_rep1,D5_rep2,D6_rep1,D6_rep2,D7_rep1,D7_rep2,D8_rep1,D8_rep2,D9_rep1,D9_rep2,D10_rep1,D10_rep2,D11_rep1,D11_rep2,D12_rep1,D12_rep2
377,10.8147,9.39167,4.6888,6.72245,3.90041,2.14578,5.9895,2.96205,7.26148,7.23672,30.4332,35.0187,19.993,15.2402,12.7184,12.9874,3.55995,8.62312,7.84052,10.4278,5.83672,2.11139,21.5346,23.6226
379,34.3448,36.6365,39.9423,38.4891,31.701,25.1733,29.4593,30.515,24.4033,25.6511,29.6179,24.0212,29.3385,30.3722,37.6424,33.8278,29.2466,25.6937,30.9458,30.3014,28.3549,28.0127,29.4996,28.4929
385,10.22,10.3554,7.62805,7.73634,12.6608,9.27035,18.8927,15.2137,14.5468,10.9586,31.3516,31.4187,26.2952,16.5017,11.9813,11.02,12.4272,12.9896,19.9831,15.1817,7.5405,7.31859,18.9887,18.6569
388,27.1547,20.9504,13.171,13.5947,13.5617,16.3418,14.4206,11.7245,16.6125,15.2993,21.2401,18.3518,24.6657,21.5758,18.942,15.4542,15.3674,14.02,15.5738,16.404,18.71,15.3534,18.0843,19.9448
389,8.72613,10.5544,0.919429,0.628431,1.50419,3.96848,4.65286,4.18054,2.96726,2.9987,4.11049,8.04061,12.6356,12.6567,0.872663,1.65609,5.54682,7.02412,10.3215,11.6701,2.81431,3.18468,4.88336,5.64991
391,37.2178,33.1554,32.8211,40.7961,47.5133,51.8764,42.9424,36.5879,41.9,46.7504,34.4638,48.8461,40.9143,33.5907,49.7383,48.1215,48.0073,49.7202,44.6136,44.3062,54.6625,47.6511,48.3155,48.6011
392,11.2405,8.37181,11.957,10.331,10.864,13.249,6.15601,9.3104,4.8817,8.77295,6.06854,3.30458,9.75254,7.96073,13.4857,10.7587,9.44874,13.8146,5.80648,5.67581,8.20812,6.24753,5.65247,5.6942
394,1.29359,2.74107,8.48821,7.93724,9.99044,8.68716,8.5568,8.18142,4.14729,3.05789,2.50801,2.83274,3.70752,2.11746,12.0574,13.7617,12.9954,11.5631,7.83254,7.89512,5.05952,4.56466,1.79654,2.32411
395,173.535,114.301,103.222,84.589,107.573,89.7005,141.16,91.2268,219.333,144.678,227.376,164.961,156.485,115.483,112.713,80.7633,113.525,99.9056,151.868,113.382,214.872,154.62,263.089,167.223
397,28.8399,34.3856,27.7579,24.2639,43.766,51.2582,56.0972,59.9759,26.0587,25.4007,23.8987,27.7189,36.3073,28.5368,25.761,25.7507,43.0381,40.2677,43.0899,45.0677,40.5835,36.4612,26.9991,29.1598
402,181.755,183.744,39.769,48.9269,22.9056,28.2977,31.4499,41.9748,37.6429,37.2135,50.4824,55.2695,124.363,163.632,46.484,57.8906,26.0976,37.7374,54.9019,64.0261,52.1014,50.495,76.6284,85.9382
405,9.65842,11.2609,11.7522,16.2998,13.2607,14.5911,11.3331,12.924,20.078,19.0667,25.0152,26.5403,13.5097,9.46693,11.9813,8.89675,10.4545,11.1813,14.2156,10.6709,19.3718,16.0736,21.4416,24.012
407,54.6111,42.7935,20.4433,18.2513,11.406,5.89319,15.8608,10.7992,21.0984,18.4628,91.0388,84.4519,141.369,100.175,41.3752,47.3433,19.2443,15.7693,25.531,34.4675,17.4756,14.554,61.0547,53.3446
410,6.53769,11.1128,14.8894,19.1826,16.9753,29.6146,15.868,21.9986,22.4734,35.175,18.942,31.1128,11.8315,14.1661,15.4975,15.138,26.0856,30.5497,17.3961,17.4705,24.9516,26.3415,23.8148,27.4401
414,46.5502,29.4333,117.127,118.95,54.4691,56.214,24.8763,19.0546,118.215,87.8069,56.3954,39.628,20.864,19.961,77.7578,57.6409,29.5705,13.1181,6.66206,7.00063,35.0941,40.9145,31.7966,20.3487
415,7.43395,9.03055,3.47961,2.74711,0.4612,0.339475,1.1866,1.08893,1.61721,1.19401,4.90216,3.3024,7.78072,9.43247,3.16721,3.48712,0.54189,0.765874,1.44121,1.23068,1.58496,1.3816,4.62023,4.70806
421,3.01702,4.22695,15.0512,17.6931,12.806,16.4475,6.42663,8.63006,15.4225,23.8541,12.0985,11.3298,3.59943,3.10328,16.1892,17.418,9.467,11.1906,4.17115,5.40416,14.3584,16.0575,4.7811,7.44018
423,50.1058,57.2519,57.7302,51.9914,59.3262,64.8942,65.6342,69.8675,64.3694,64.5241,53.0862,46.7024,55.7001,59.8002,63.8802,52.537,56.0812,96.9355,60.1995,61.749,59.7838,76.6091,57.8636,58.3657
430,8.30159,5.47506,0.142854,0.127236,0,0,0.222949,0.226628,0,0.127051,0.893563,0.294654,8.43469,5.96252,0.303439,0.310719,0.284659,0,0.980166,0.37394,0.449324,0.594896,0.915669,1.26326
431,6.64966,10.5249,0.415498,0,0,0.208213,0.489669,0.466701,0.354366,0.16921,0.750598,1.34937,8.20609,12.1724,1.19172,0,0.397556,0.415634,4.44693,4.48826,1.61384,0.624023,2.73345,3.51288
436,84.8105,112.213,161.474,160.145,188.098,286.736,163.395,207.284,173.585,226.025,89.605,102.191,73.4296,98.2376,158.033,142.749,174.406,184.804,114.185,165.497,178.184,214.058,71.842,101.905
438,6.49896,4.87986,2.17766,2.02144,1.86492,1.09987,2.43132,0.961036,6.63023,3.58117,6.11969,6.39884,9.66731,7.44314,4.36977,2.63023,2.16401,3.14132,4.09667,6.48873,6.2064,1.92435,12.545,11.4266
441,41.1937,41.5712,49.1362,41.768,39.2101,37.3839,37.8593,36.5483,36.2461,36.8147,31.9416,32.4614,46.0268,45.4691,44.4792,53.1453,45.5568,41.0808,39.5448,33.6513,37.7312,37.3826,34.6769,29.2564
443,15.7702,12.9117,22.736,19.6334,15.8566,14.6005,16.6762,12.7189,12.9238,12.5481,13.4434,10.3269,12.9561,13.4025,21.7037,20.7008,17.9074,14.5463,16.2768,18.6927,12.278,11.7168,13.3096,12.3889
449,71.3013,103.755,61.1566,65.8166,63.1177,112.277,58.323,73.2517,79.53,92.3867,59.9962,68.3794,56.5103,77.3684,67.7554,60.9886,57.526,66.1703,53.4476,58.6429,74.2239,77.6206,63.5601,62.3419
451,33.2943,30.1993,42.0486,39.4329,40.613,38.9504,60.5325,55.1081,31.5052,23.3861,32.5364,34.614,64.7613,36.2655,46.047,53.7257,36.3396,35.6724,46.5007,48.3855,34.1283,27.9324,28.8995,29.1753
453,14.072,11.115,11.1574,10.0367,15.142,12.0859,11.2234,10.2533,9.1828,7.80793,10.4626,9.10175,16.8974,10.5191,11.3711,12.2417,14.6289,10.247,11.4784,8.87664,9.05577,5.80484,7.89636,8.27464
454,50.5113,53.1087,36.7336,36.2394,62.8001,71.0069,63.6259,63.3555,65.3723,61.9946,43.6182,43.2065,45.3754,48.5788,46.3144,38.6554,58.2946,53.9592,68.3712,63.0681,79.4293,71.6304,46.2645,47.2142
456,158.565,146.258,103.463,107.085,93.9134,99.2917,94.262,105.703,120.897,113.664,111.581,109.277,181.259,159.231,135.706,159.451,111.602,119.434,134.994,108.351,131.733,109.517,110.465,99.9852
457,41.5729,50.2396,12.0373,11.636,4.91704,5.23595,11.1699,10.1104,4.91817,5.07496,9.65,9.88323,34.6135,38.9517,28.0306,27.758,11.1274,9.32962,16.2101,15.2657,8.19865,7.25988,12.9299,16.0227
460,6.89833,6.35812,9.14759,6.95101,14.0244,22.0648,12.9627,14.2261,7.30664,9.11648,5.15258,5.42118,5.53321,5.60081,14.26,10.3727,12.5428,10.6104,9.13303,11.3506,6.18441,6.09909,4.02234,6.01773
461,1.33064,0.866424,4.65322,5.3838,5.13413,8.34234,3.4051,4.52342,2.68615,1.96362,1.20527,1.20693,0.964508,0.875018,5.97155,6.70464,7.66208,9.86964,3.85152,4.30175,2.4657,3.02249,1.16139,1.05402
468,88.5844,74.9914,62.1016,66.2699,72.3594,65.8853,63.1092,64.0977,87.9922,84.7952,82.7085,86.2473,78.5807,89.8168,60.8812,65.0534,80.151,71.9473,88.6632,71.9716,81.537,70.8874,83.7002,84.4454
469,8.88868,10.2915,10.438,12.1369,10.68,14.9851,12.4263,13.1199,7.69294,7.93108,5.54984,6.84614,9.10502,7.7592,12.5158,14.3238,12.2135,15.6948,11.9837,12.8219,9.69483,9.42991,7.27673,8.28252
470,25.2013,22.8774,207.967,157.533,62.6867,75.9978,62.639,57.6644,17.8959,19.6059,6.48139,5.41237,41.7034,25.7132,187.346,207.274,82.1843,74.7402,83.1602,51.6937,161.855,82.316,6.49268,8.63344
471,29.7409,40.8441,23.4355,24.7622,24.6489,33.2638,21.0357,25.5785,34.8184,46.253,40.8136,45.6893,36.8298,42.3014,28.1133,30.6148,21.4264,28.2634,18.9529,23.5703,28.8713,39.1945,30.9759,34.9394
473,16.4143,19.9065,11.9156,13.2724,8.51527,8.69039,10.7685,11.738,7.984,6.68949,10.649,6.73607,16.4752,14.2954,10.5788,16.4334,9.45265,8.04975,14.5857,11.2193,14.3762,11.7557,7.13685,9.03328
474,7.38246,6.12962,0.922174,1.26592,1.14374,0.757296,1.27928,1.62255,2.04884,1.84625,4.28955,5.03164,10.6298,9.18944,1.5795,0.723249,1.08061,0.829698,2.32728,2.0433,2.72416,4.41477,4.7051,5.49225
477,10.4733,10.4061,38.3858,43.4169,27.2243,25.7766,20.1413,19.0245,46.5067,38.1239,31.4948,34.2829,15.9352,10.8547,65.6256,64.8689,31.4403,26.9247,20.0794,19.0879,36.2445,36.0436,32.6945,23.8472
480,21.7001,26.3208,9.96491,9.76039,14.1715,16.7082,13.2227,23.1901,17.0954,22.5546,15.0344,17.3004,17.5171,23.4257,16.2933,18.0721,11.0752,12.0137,19.0736,8.81802,19.9709,18.053,16.441,12.1341
484,0.664392,0.506423,12.3656,11.8287,7.70038,11.6838,4.47884,4.86593,4.0053,3.077,1.23355,1.88482,0.8039,0.619572,19.1125,15.3232,7.67865,5.68432,2.39036,2.75494,4.00649,4.13194,1.73842,1.47696
485,11.4652,11.3981,1.26228,3.12304,0.765597,0.538038,2.00701,1.65688,5.49596,5.23569,13.1199,20.3512,19.9303,20.8029,1.54479,3.58119,2.29745,1.96146,2.43587,2.27161,6.98986,9.50489,7.57743,7.53579
489,40.34,22.9226,41.3616,34.2249,27.2091,24.8515,19.4019,16.2283,27.6252,22.5534,21.2565,14.2044,21.86,19.2515,31.7529,24.9901,27.7526,19.4127,17.4858,15.5929,28.2985,18.2628,24.2094,12.4728
490,30.7646,26.7122,22.8096,20.9652,22.3287,16.3581,23.6188,20.0178,29.8822,24.3905,26.3234,23.442,27.8501,29.676,23.595,23.0231,24.4345,18.4389,29.1911,22.066,26.9603,23.727,28.2198,26.6156
495,5.59129,7.92487,13.1116,13.8728,20.2993,28.9626,29.3547,34.2973,25.2695,25.3633,12.8076,11.6617,4.16217,5.5762,11.5541,11.1125,21.229,22.8036,23.2584,33.2134,30.377,33.092,14.6806,17.3451
496,8.24623,7.36208,7.95384,6.408,8.46129,13.7559,9.84741,9.48609,5.96619,9.17342,15.1233,16.7805,12.3124,10.4405,6.92637,7.48479,4.68904,10.0297,12.7769,9.75762,7.8929,8.77471,10.4913,15.8297
497,21.369,32.5951,108.081,113.586,137.384,165.867,101.209,130.359,53.3751,66.0294,22.9546,25.496,23.8262,26.4586,99.1913,95.0782,125.993,116.278,71.3694,128.665,61.3595,80.4419,22.7771,29.6289
499,54.7302,52.5265,42.1814,44.7716,34.4629,46.8918,41.5141,43.3866,61.6392,70.7731,60.3893,77.0283,61.1066,62.35,41.9225,47.8393,37.5699,45.6608,38.934,43.1566,52.2825,61.3439,55.3404,61.874
501,18.6086,20.7757,9.99205,8.88606,6.58798,9.31472,9.95703,11.9751,7.33561,7.44786,10.9681,12.1569,20.8834,19.4866,14.0523,15.9063,7.73308,10.443,12.7217,15.2437,7.70639,7.92154,9.1645,8.36123
504,5.39211,7.16762,21.1659,23.7126,16.0322,20.4482,16.0616,18.7021,19.9601,19.3514,15.3185,16.0818,6.80409,5.40176,25.769,36.023,18.3369,22.7923,19.8146,20.3473,17.5159,19.0421,18.4855,13.7652
505,8.26907,7.48606,9.03236,12.7407,14.3304,16.6213,9.37692,13.5243,9.99321,15.6505,7.74272,12.2115,6.03092,7.66651,12.4346,16.7198,12.9583,18.5061,8.2788,10.4443,10.8722,12.7736,10.7655,12.0995
512,20.2481,17.7094,15.496,16.213,18.937,12.6902,14.5136,11.6749,20.9146,17.112,21.8578,13.7665,21.9127,20.1964,12.8615,8.65369,12.4731,10.5781,10.6344,8.82572,19.5858,14.6833,18.3969,19.1902
513,13.4954,14.2272,13.6439,11.3962,10.291,12.3831,19.4332,13.8368,16.3657,15.757,24.4262,24.8181,14.1642,13.453,9.48254,11.7735,12.8127,10.6094,10.4496,10.4284,8.66981,11.6933,13.635,14.3692
514,11.5667,14.6085,9.61077,13.959,11.4694,23.9774,14.1257,16.5249,13.5727,15.8287,10.64,12.5079,13.6135,14.5708,13.6447,9.11563,11.8721,12.4713,7.82353,12.0116,16.1316,13.986,14.0013,10.2462
526,4.7358,5.86637,20.846,23.372,15.9755,18.318,10.7861,11.2635,9.30584,10.4167,6.431,6.59089,7.61784,7.40535,29.6838,27.5284,17.8921,19.0292,13.7894,11.8115,12.9801,14.7813,7.77194,5.46571
529,12.316,10.0551,12.9252,10.9894,12.958,16.3934,13.7332,16.666,11.5488,10.2971,7.0283,8.01287,10.5991,10.1238,8.37488,9.96859,15.1077,13.492,12.6709,10.7157,9.21926,13.0342,7.15545,11.8266
531,77.6303,78.0607,15.0949,17.8857,5.48844,7.71613,12.9309,14.4907,15.4341,18.8581,31.6129,40.1155,74.669,84.4519,17.3457,20.1793,7.62732,8.55148,20.6802,20.1174,22.0878,23.813,43.9627,50.9816
533,7.30393,6.18848,26.63,26.2815,31.3133,23.65,22.1778,18.8598,7.53179,9.08781,5.13671,3.70755,7.4058,6.88098,33.3666,37.5948,45.4607,41.7639,35.1745,27.4513,7.4955,7.22546,7.45179,5.79874
534,9.04072,11.8379,11.7623,10.9816,10.1152,9.91402,10.7002,13.1138,5.81381,8.3823,5.66009,6.83973,11.7131,15.2466,7.8614,13.373,15.9508,12.9069,15.4868,13.4729,10.0197,11.4767,9.63724,11.1535
535,52.5456,54.3196,37.1064,34.753,33.7526,31.0126,35.9757,36.1097,36.7967,30.5139,45.2442,32.4153,44.6907,49.2974,29.1702,29.3204,23.9493,25.5635,29.4216,25.795,38.595,41.2844,47.4356,47.8767
536,60.6344,74.4391,22.2414,24.8944,18.1797,23.6156,28.2075,35.0139,19.8433,22.2685,28.8806,37.5618,62.8555,67.722,23.9045,30.3606,20.9961,31.2272,35.021,34.6908,20.019,22.2218,29.493,31.6611
540,21.8041,18.4554,18.7218,17.9013,20.4742,17.1548,18.5548,20.4201,18.9646,18.3992,26.671,25.7397,32.2203,23.3356,20.4457,17.7944,19.7729,17.7135,19.0089,17.4414,20.32,16.3197,22.2374,20.2591
541,3.74694,3.19063,4.59313,6.1671,4.19493,2.38561,3.9197,0.956431,6.75484,6.74207,21.0661,18.6972,5.87587,5.54828,5.57288,2.84283,1.90536,2.117,1.39992,2.22283,3.1063,2.2789,13.0433,8.88267
543,17.926,16.0363,10.118,8.29396,14.2277,11.6077,14.4361,11.0279,11.0121,7.21656,10.2581,8.80971,13.9224,15.3802,9.7759,9.01025,15.5328,13.6541,13.1783,12.0474,10.0685,10.3495,11.3526,8.14665
544,8.73342,12.0382,0.360354,0.709908,0.109245,0,0.22523,0.22672,0.246408,0.379196,2.0259,3.24405,7.06523,12.6064,0.450901,0.470508,0.541059,0,0.314046,0.313256,0.562368,0.539008,2.41663,3.4243
545,137.608,107.89,106.441,95.5629,73.0462,66.9025,77.8101,62.8568,71.2527,59.4487,86.8381,79.2431,121.052,109.433,107.823,97.8301,80.6997,67.2862,81.6941,66.3772,77.0683,63.6967,101.942,78.8594
550,20.9989,18.4704,11.6704,15.0145,18.1013,17.5659,13.943,10.5326,13.2458,9.77429,12.4802,9.86846,19.1156,15.215,18.8841,15.0936,20.2416,15.8885,14.05,12.0863,13.2432,13.5383,11.6294,10.7182
551,4.2828,5.97513,16.313,18.8234,7.83208,12.0059,3.2556,3.80203,3.48616,4.57052,2.67951,2.93497,3.64139,3.21096,14.4695,15.2797,7.43766,6.29206,4.11489,2.67448,4.39777,3.54932,2.35983,3.02405
558,14.5909,17.5218,4.17428,2.85304,1.48182,0.899213,2.66577,4.52309,3.58282,3.77765,5.37494,6.29706,12.2881,11.6417,3.58669,2.38093,2.72304,2.89236,5.81482,5.36661,5.65887,4.83789,4.32296,4.38272
559,11.2933,14.4235,7.72522,10.0941,8.13691,15.2931,8.16419,8.06373,8.64662,18.6966,6.07233,11.3911,10.2717,12.7451,8.4062,11.8731,6.91302,10.4979,7.2197,9.18647,8.5343,12.1664,8.23502,11.7976
565,303.767,277.137,190.155,213.651,244.532,326.596,213.699,249.062,319.838,337.236,286.053,307.269,210.529,239.001,151.011,139.558,187.341,183.388,135.723,139.385,260.89,294.61,254.949,242.931
569,4.14819,5.54813,5.23699,5.79747,4.21571,5.49251,4.53259,5.50683,11.0332,10.5826,13.8782,16.7248,5.20434,5.14883,4.1722,3.88519,4.70961,4.40904,3.81361,4.95452,6.58732,6.00193,9.12292,10.7362
572,163.312,167.964,128.228,140.806,133.404,188.155,114.724,116.51,120.224,131.922,118.977,136.956,164.616,146.249,144.966,137.435,127.765,134.9,113.42,114.684,118.424,124.358,128.189,111.569
581,42.1951,42.6309,46.0409,49.9156,22.182,20.3557,17.1499,18.3169,19.6732,17.233,29.3875,26.8891,35.5263,33.6044,41.2848,35.6847,22.512,18.4518,18.0854,17.9798,19.3878,24.2699,28.479,28.4495
582,21.5562,19.0958,4.83956,3.27438,4.72825,5.5607,2.94256,2.5992,1.81889,2.41542,1.11372,0.120515,16.6809,17.5178,4.55446,3.15293,4.3004,3.53529,2.36797,2.01273,4.05067,3.40418,1.46961,1.99121
585,25.5243,30.9365,21.7608,30.8602,32.6144,59.014,23.1136,24.5798,22.4231,33.5064,31.3913,40.0472,23.792,27.1734,23.6585,28.401,27.1281,36.6401,18.4795,22.787,19.7834,24.747,22.51,26.3254
586,167.092,118.841,138.58,123.354,143.239,125.622,111.157,85.3195,120.511,93.1742,116.544,89.1547,134.419,96.293,163.391,115.153,135.121,107.675,105.967,73.5249,116.951,87.237,113.333,83.3093
592,10.5815,13.502,0.991122,0.947485,0.254803,0.89256,0.480547,0.329804,0.741032,0.87657,4.98462,5.12953,15.7561,16.9321,2.1414,1.16912,0.357988,0.416475,0.149177,0.924264,0.804839,0.98334,5.34324,6.0035
594,72.863,59.7534,46.2009,39.3749,44.69,32.3922,46.9281,38.9356,55.4891,51.1167,66.5734,52.3585,64.0654,54.4714,45.7499,38.2589,42.8673,33.7499,46.3244,37.2584,54.5243,46.0132,53.8838,49.5768
595,140.374,138.157,106.856,93.6278,58.5639,67.3799,51.1263,53.4846,60.6104,61.101,71.5061,76.1263,118.309,127.913,92.0174,84.2186,57.1654,61.1854,58.6884,55.3243,67.6928,67.9664,91.9933,91.9116
601,47.9563,39.6143,31.757,42.0848,32.8176,44.2289,29.5773,35.0527,37.2523,36.2058,37.8679,46.3547,32.3932,43.5682,33.3379,30.1132,30.0347,29.5116,27.5322,32.2063,36.7785,40.2432,34.7111,40.1476
603,83.085,69.4054,42.4516,27.1486,54.9186,50.1255,69.2725,64.0353,68.0006,55.4922,52.5687,52.0272,62.9202,58.3942,49.7522,34.6809,50.1131,44.0158,55.9004,62.459,71.5985,56.9239,54.0443,52.4856
604,7.80419,8.13686,6.43619,5.85459,10.4095,10.1452,10.1472,10.991,13.2169,13.4622,11.6396,8.24436,8.76227,7.68546,6.02373,5.76012,9.78236,11.3203,10.3816,9.72131,14.2384,11.6458,11.1352,11.5946
605,28.398,16.7704,14.6619,13.0198,15.1009,9.82841,14.8109,10.4995,22.3929,18.129,28.3639,20.8828,18.828,18.2713,10.3426,9.10979,13.1355,10.0711,13.4605,11.8922,18.1574,16.3325,26.4175,20.5101
610,3.63287,6.2273,5.04748,7.05979,6.39628,7.63555,8.38223,10.264,10.0845,8.96908,7.53378,6.78958,4.16283,4.94557,2.75289,2.00519,6.98243,7.38679,8.22153,9.79488,8.89329,11.0538,9.96122,6.70619
612,44.3848,40.636,26.6435,29.5661,18.4381,19.2609,21.6098,21.4901,20.7379,18.1177,23.3288,24.8444,40.4136,50.7988,23.0071,25.0449,17.8146,22.6658,18.9173,18.657,19.4803,20.9907,29.0638,33.1107
614,57.1193,47.382,22.61,21.4604,17.9464,24.1547,19.8719,20.2254,24.8581,22.127,26.104,25.7945,45.9121,48.1841,35.4406,30.332,28.9278,27.7352,35.6268,27.9356,31.3378,26.4505,33.9305,29.9271
616,9.85294,9.97123,12.4584,10.8191,13.2434,16.6083,18.0795,19.5499,16.6246,14.9516,10.8411,11.3925,7.16642,9.08691,11.561,10.7793,16.3371,15.4639,15.5086,18.6536,16.824,16.0778,12.8175,16.1203
622,27.7678,34.5379,29.1899,32.4298,32.2718,43.829,39.47,43.5363,29.9604,37.3842,21.7727,26.5313,28.3606,27.5068,32.8021,32.5652,36.0346,36.1175,43.9166,41.8469,43.9886,43.6338,30.7037,34.3716
624,9.92743,13.1522,10.2104,12.4754,15.2086,17.3805,14.2384,12.0357,8.30153,8.18045,8.48092,15.0839,13.4504,14.2181,6.0219,7.26047,9.77931,13.2681,6.51154,8.14738,7.034,6.34978,5.14789,8.73207
626,11.7678,11.2584,6.28371,6.41181,13.7482,10.6801,9.25392,9.09456,14.788,14.8528,13.7177,13.661,15.2006,10.1511,8.82626,5.19171,6.60072,12.9724,7.8736,6.64563,13.3876,10.9849,15.4782,13.6747
633,9.38108,10.2852,16.6685,10.457,10.2511,11.4786,9.72381,9.80476,4.68858,6.48416,6.67572,4.69234,10.1006,10.1302,19.5819,16.3811,12.2763,8.94518,9.49888,10.11,6.62176,7.2792,4.54481,4.86086
638,10.1966,12.3788,7.14201,5.87379,6.02586,6.68399,4.85905,5.38226,9.28562,7.46906,7.68908,11.3474,11.8957,13.2877,7.66371,4.65007,4.82838,4.86467,5.41793,6.93591,5.60617,6.40023,6.82161,5.89488
639,11.9434,18.2071,0.608075,0.806392,3.40526,1.87294,2.72831,3.32007,3.42686,5.89961,1.17074,2.74398,9.22773,12.2075,0.442157,0.222393,1.96677,1.86714,1.72292,2.44662,4.31607,4.09394,2.15362,2.79428
640,21.3644,19.7543,21.086,20.9657,18.5392,19.4906,19.5386,15.9105,20.9525,15.9232,19.5794,17.4942,24.4048,21.936,22.9766,21.8356,18.1289,17.3556,18.5906,19.4803,22.1922,17.1568,19.4301,12.4178
644,11.8723,15.7206,17.9084,20.7071,18.929,17.99,15.4292,17.541,28.033,30.2917,23.3086,25.9403,12.4605,18.6251,19.3851,20.2182,15.7701,16.3607,14.3173,15.7696,22.3082,28.3244,23.1578,24.4341
652,41.8052,42.855,58.0183,53.0498,67.951,69.1701,48.194,56.9042,40.7152,47.8904,30.1237,28.0031,35.4474,36.0547,54.4041,56.3129,65.7575,62.2137,63.1813,59.1229,62.4829,51.7007,40.7068,37.906
654,17.1316,17.2307,20.5121,17.1509,16.56,14.3387,17.9912,14.0516,23.6969,22.7857,25.9958,26.29,19.4911,17.9384,19.111,17.4732,16.0257,16.3561,15.1302,15.0559,21.0711,21.6328,21.446,21.8204
655,14.9785,12.5337,18.4019,19.4637,21.1432,40.3668,18.7752,23.0346,32.8847,37.3921,47.9839,60.6865,14.6369,13.4847,15.1676,12.7847,20.2136,28.8656,14.1143,16.0961,25.0056,23.4431,32.2911,30.9828
657,7.93059,7.74604,6.28809,7.56759,10.3642,14.6708,16.1184,15.8167,9.90017,12.9171,8.79651,9.08858,10.3091,7.99844,9.08106,8.39483,17.104,17.3727,21.019,18.4,15.3674,13.9199,11.0734,10.1098
658,8.91543,9.55619,4.37494,4.61643,3.78532,2.52688,4.8218,2.12056,17.4259,17.3516,36.2046,12.794,5.80423,5.64136,3.45242,2.62943,2.84974,2.30999,1.58243,1.1666,4.45817,9.52884,5.66795,10.8646
659,15.2867,21.5618,18.0911,16.5296,19.1173,17.5426,14.8127,17.6125,11.5813,12.3484,10.0447,12.1173,18.9437,17.0044,19.4609,19.2887,18.0082,17.4161,12.8007,14.8018,11.769,11.1703,9.52004,11.234
660,29.9355,31.1539,23.4224,26.0758,27.5143,38.0684,27.4381,26.5247,39.9203,43.261,30.5465,33.5522,26.1411,23.8307,27.9454,23.6737,24.3193,28.0023,28.8204,31.3941,29.8973,32.6165,28.7955,28.0443
661,320.795,258.33,474.373,492.595,483.405,467.539,379.499,340.328,187.136,171.259,143.954,150.491,226.595,244.78,369.8,358.554,340.485,349.008,276.338,250.659,170.803,166.055,139.44,127.268
664,13.1726,15.818,14.6764,13.8117,23.6109,22.1674,29.7279,17.6021,26.3532,13.4308,25.2304,17.9668,24.0736,14.911,15.2491,13.5488,18.3886,16.5815,15.7974,10.9518,24.5556,16.4225,27.1334,21.1046
665,23.7866,24.4742,42.4058,35.9604,47.8611,59.2662,46.39,45.779,33.0352,34.4123,23.6884,24.944,16.3204,18.4254,33.5869,39.034,44.6131,54.9229,41.4479,42.6455,28.5281,29.2252,24.4145,25.1479
680,4.6599,4.85236,5.04,9.39861,9.5938,12.4243,6.69622,6.8971,10.9417,8.73945,12.6525,14.6735,5.52247,3.75472,3.28814,3.14714,5.9258,9.09764,3.9991,5.109,6.13128,6.52421,7.1017,9.43818
681,8.90713,11.8281,6.81094,9.15556,10.5188,12.7031,10.126,13.3174,13.7656,15.0365,15.3141,19.805,10.0648,12.8004,6.05392,8.21161,9.10322,12.1749,11.9767,13.6271,11.5495,17.1202,10.8384,14.4592
684,45.829,55.2252,29.9219,35.6149,22.9651,23.2634,26.8856,30.6056,19.695,26.1697,30.7053,42.7579,47.8548,60.2569,32.5967,42.9046,19.2646,27.2703,25.6518,24.9076,18.4275,22.02,22.2058,28.7421
685,21.052,16.6144,9.8774,9.61764,8.88062,11.7234,17.9376,15.2308,14.2759,14.7675,12.1997,13.896,14.1076,15.8481,12.2026,11.3326,12.4237,12.5348,17.808,14.0426,13.2202,14.4812,14.4723,13.1788
688,1903.85,1705.18,1499.97,1451.46,1436.91,1524.27,1392.57,1301.59,1586.41,1368.26,1364.14,1293.24,1582.71,1652.26,1463.88,1296.49,1277.25,1243.82,1208.19,1061.32,1475.73,1275.75,1396.89,1147.69
689,86.9846,85.1774,39.2455,46.1338,30.6528,41.0455,32.5642,35.4219,42.3444,41.6792,35.206,40.534,69.0525,80.88,47.7453,49.3433,31.2099,31.0677,28.1892,29.7034,43.1507,43.04,37.8007,34.7362
690,34.954,65.5511,25.8791,42.844,30.0863,41.5468,29.3975,42.9448,28.287,33.7374,25.6444,39.8014,31.7038,59.0298,33.6348,56.1227,27.101,44.1707,31.636,46.6489,29.0849,39.0468,28.8534,42.2104
691,11.2183,8.92964,13.969,13.7073,21.0827,21.0951,21.1451,20.5851,23.898,21.0245,16.4041,16.6049,6.51514,6.03694,14.4872,11.1184,20.2378,15.784,18.712,21.6294,23.9361,25.1819,18.0037,18.4622
693,117.443,111.968,192.066,159.947,222.474,227.543,173.947,180.576,212.311,183.08,130.307,118.03,99.0976,89.4949,168.967,122.787,200.037,148.019,132.622,143.198,205.942,178.614,126.246,120.841
695,27.9386,25.2266,18.0654,17.0117,19.7368,27.3695,19.8986,23.8361,19.4584,25.3795,21.2697,22.927,24.362,26.0438,22.5908,22.3209,24.5959,29.0821,25.0956,23.0512,25.2083,29.1211,22.358,16.9138
700,93.0296,101.437,58.7564,54.8387,28.0392,37.8401,27.8358,26.9231,27.1735,22.2799,43.9532,59.2256,110.343,104.939,82.0066,88.7569,53.7135,48.4332,47.7346,41.8307,41.3678,33.9162,59.4371,52.059
